naics_title,occ_title,state,amount_employed,annual_mean_wage,hourly_mean_wage
Cross-industry,"Coil Winders, Tapers, and Finishers",US,"12,170","$48,940 ",$23.53 
Cross-industry,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",US,"261,140","$45,930 ",$22.08 
Cross-industry,Engine and Other Machine Assemblers,US,"38,420","$56,040 ",$26.94 
Cross-industry,Engine and Other Machine Assemblers,US,"38,420","$56,040 ",$26.94 
Cross-industry,Structural Metal Fabricators and Fitters,US,"53,380","$52,740 ",$25.36 
Cross-industry,Structural Metal Fabricators and Fitters,US,"53,380","$52,740 ",$25.36 
Cross-industry,Fiberglass Laminators and Fabricators,US,"18,520","$47,320 ",$22.75 
Cross-industry,Fiberglass Laminators and Fabricators,US,"18,520","$47,320 ",$22.75 
Cross-industry,Timing Device Assemblers and Adjusters,US,230,"$42,410 ",$20.39 
Cross-industry,Timing Device Assemblers and Adjusters,US,230,"$42,410 ",$20.39 
Cross-industry,Miscellaneous Assemblers and Fabricators,US,"1,457,800","$44,860 ",$21.57 
Cross-industry,Miscellaneous Assemblers and Fabricators,US,"1,457,800","$44,860 ",$21.57 
Cross-industry,Food Processing Workers,US,"857,260","$40,090 ",$19.27 
Cross-industry,Bakers,US,"231,890","$37,670 ",$18.11 
Cross-industry,Bakers,US,"231,890","$37,670 ",$18.11 
Cross-industry,"Butchers and Other Meat, Poultry, and Fish Processing Workers",US,"348,630","$40,110 ",$19.28 
Cross-industry,Butchers and Meat Cutters,US,"140,040","$41,300 ",$19.86 
Cross-industry,"Meat, Poultry, and Fish Cutters and Trimmers",US,"141,090","$38,640 ",$18.58 
Cross-industry,Slaughterers and Meat Packers,US,"67,500","$40,710 ",$19.57 
Cross-industry,Miscellaneous Food Processing Workers,US,"276,740","$42,090 ",$20.23 
Cross-industry,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",US,"19,500","$44,140 ",$21.22 
Cross-industry,Food Batchmakers,US,"171,660","$42,830 ",$20.59 
Cross-industry,Food Cooking Machine Operators and Tenders,US,"27,660","$41,930 ",$20.16 
Cross-industry,"Food Processing Workers, All Other",US,"57,920","$39,260 ",$18.88 
Cross-industry,Metal Workers and Plastic Workers,US,"1,599,780","$52,050 ",$25.02 
Cross-industry,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",US,"96,810","$49,060 ",$23.59 
Cross-industry,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",US,"65,700","$48,170 ",$23.16 
Cross-industry,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",US,"8,760","$50,900 ",$24.47 
Cross-industry,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",US,"22,350","$50,940 ",$24.49 
Cross-industry,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",US,"282,640","$47,500 ",$22.84 
Cross-industry,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",US,"174,430","$47,060 ",$22.62 
Cross-industry,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",US,"5,310","$50,330 ",$24.20 
Cross-industry,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",US,"70,110","$46,600 ",$22.41 
Cross-industry,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",US,"18,970","$50,190 ",$24.13 
Cross-industry,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",US,"13,810","$52,940 ",$25.45 
Cross-industry,Machinists,US,"298,790","$57,390 ",$27.59 
Cross-industry,Machinists,US,"298,790","$57,390 ",$27.59 
Cross-industry,"Metal Furnace Operators, Tenders, Pourers, and Casters",US,"26,160","$55,960 ",$26.91 
Cross-industry,Metal-Refining Furnace Operators and Tenders,US,"20,330","$57,290 ",$27.55 
Cross-industry,"Pourers and Casters, Metal",US,"5,830","$51,320 ",$24.68 
Cross-industry,"Model Makers and Patternmakers, Metal and Plastic",US,"4,800","$63,250 ",$30.41 
Cross-industry,"Model Makers, Metal and Plastic",US,"3,230","$65,840 ",$31.65 
Cross-industry,"Patternmakers, Metal and Plastic",US,"1,570","$57,930 ",$27.85 
Cross-industry,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",US,"167,540","$44,340 ",$21.32 
Cross-industry,Foundry Mold and Coremakers,US,"12,720","$46,910 ",$22.55 
Cross-industry,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",US,"154,820","$44,130 ",$21.22 
Cross-industry,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",US,"129,850","$48,590 ",$23.36 
Cross-industry,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",US,"129,850","$48,590 ",$23.36 
Cross-industry,Tool and Die Makers,US,"55,130","$65,100 ",$31.30 
Cross-industry,Tool and Die Makers,US,"55,130","$65,100 ",$31.30 
Cross-industry,"Welding, Soldering, and Brazing Workers",US,"460,340","$54,640 ",$26.27 
Cross-industry,"Welders, Cutters, Solderers, and Brazers",US,"424,040","$55,100 ",$26.49 
Cross-industry,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",US,"36,290","$49,270 ",$23.69 
Cross-industry,Miscellaneous Metal Workers and Plastic Workers,US,"77,710","$47,500 ",$22.84 
Cross-industry,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",US,"14,590","$49,030 ",$23.57 
Cross-industry,"Layout Workers, Metal and Plastic",US,"5,610","$65,770 ",$31.62 
Cross-industry,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",US,"31,510","$43,820 ",$21.07 
Cross-industry,"Tool Grinders, Filers, and Sharpeners",US,"5,730","$51,790 ",$24.90 
Cross-industry,"Metal Workers and Plastic Workers, All Other",US,"20,270","$45,850 ",$22.05 
Cross-industry,Printing Workers,US,"204,640","$46,260 ",$22.24 
Cross-industry,Printing Workers,US,"204,640","$46,260 ",$22.24 
Cross-industry,Prepress Technicians and Workers,US,"23,070","$49,130 ",$23.62 
Cross-industry,Print Binding and Finishing Workers,US,"36,470","$43,040 ",$20.69 
Cross-industry,"Textile, Apparel, and Furnishings Workers",US,"464,330","$36,970 ",$17.78 
Cross-industry,Laundry and Dry-Cleaning Workers,US,"195,360","$33,990 ",$16.34 
Cross-industry,Laundry and Dry-Cleaning Workers,US,"195,360","$33,990 ",$16.34 
Cross-industry,"Pressers, Textile, Garment, and Related Materials",US,"26,830","$33,370 ",$16.04 
Cross-industry,"Pressers, Textile, Garment, and Related Materials",US,"26,830","$33,370 ",$16.04 
Cross-industry,Sewing Machine Operators,US,"109,590","$36,680 ",$17.64 
Cross-industry,Sewing Machine Operators,US,"109,590","$36,680 ",$17.64 
Cross-industry,Shoe and Leather Workers,US,"10,910","$36,560 ",$17.58 
Cross-industry,Shoe and Leather Workers and Repairers,US,"7,640","$36,280 ",$17.44 
Cross-industry,Shoe Machine Operators and Tenders,US,"3,270","$37,230 ",$17.90 
Cross-industry,"Tailors, Dressmakers, and Sewers",US,"18,540","$42,930 ",$20.64 
Cross-industry,"Sewers, Hand",US,"2,240","$34,810 ",$16.74 
Cross-industry,"Tailors, Dressmakers, and Custom Sewers",US,"16,290","$44,050 ",$21.18 
Cross-industry,"Textile Machine Setters, Operators, and Tenders",US,"49,910","$38,820 ",$18.66 
Cross-industry,Textile Bleaching and Dyeing Machine Operators and Tenders,US,"5,820","$39,000 ",$18.75 
Cross-industry,"Textile Cutting Machine Setters, Operators, and Tenders",US,"8,960","$38,500 ",$18.51 
Cross-industry,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",US,"14,530","$39,470 ",$18.97 
Cross-industry,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",US,"20,600","$38,440 ",$18.48 
Cross-industry,"Miscellaneous Textile, Apparel, and Furnishings Workers",US,"53,200","$46,630 ",$22.42 
Cross-industry,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",US,"14,900","$47,420 ",$22.80 
Cross-industry,Fabric and Apparel Patternmakers,US,"2,860","$71,630 ",$34.44 
Cross-industry,Upholsterers,US,"20,990","$46,960 ",$22.58 
Cross-industry,"Textile, Apparel, and Furnishings Workers, All Other",US,"14,450","$40,410 ",$19.43 
Cross-industry,Woodworkers,US,"207,380","$44,520 ",$21.40 
Cross-industry,Cabinetmakers and Bench Carpenters,US,"79,540","$47,460 ",$22.82 
Cross-industry,Cabinetmakers and Bench Carpenters,US,"79,540","$47,460 ",$22.82 
Cross-industry,Furniture Finishers,US,"14,230","$44,310 ",$21.31 
Cross-industry,Furniture Finishers,US,"14,230","$44,310 ",$21.31 
Cross-industry,"Model Makers and Patternmakers, Wood",US,530,"$59,160 ",$28.44 
Cross-industry,"Model Makers, Wood",US,360,"$59,780 ",$28.74 
Cross-industry,"Patternmakers, Wood",US,180,"$57,920 ",$27.84 
Cross-industry,"Woodworking Machine Setters, Operators, and Tenders",US,"106,490","$42,330 ",$20.35 
Cross-industry,"Sawing Machine Setters, Operators, and Tenders, Wood",US,"43,140","$42,390 ",$20.38 
Cross-industry,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",US,"63,350","$42,290 ",$20.33 
Cross-industry,Miscellaneous Woodworkers,US,"6,590","$43,730 ",$21.03 
Cross-industry,"Woodworkers, All Other",US,"6,590","$43,730 ",$21.03 
Cross-industry,Plant and System Operators,US,"287,720","$75,480 ",$36.29 
Cross-industry,"Power Plant Operators, Distributors, and Dispatchers",US,"45,630","$102,100 ",$49.09 
Cross-industry,Nuclear Power Reactor Operators,US,"5,720","$122,830 ",$59.05 
Cross-industry,Power Distributors and Dispatchers,US,"9,180","$109,620 ",$52.70 
Cross-industry,Power Plant Operators,US,"30,720","$95,990 ",$46.15 
Cross-industry,Stationary Engineers and Boiler Operators,US,"30,780","$79,710 ",$38.32 
Cross-industry,Stationary Engineers and Boiler Operators,US,"30,780","$79,710 ",$38.32 
Cross-industry,Water and Wastewater Treatment Plant and System Operators,US,"126,750","$60,620 ",$29.15 
Cross-industry,Water and Wastewater Treatment Plant and System Operators,US,"126,750","$60,620 ",$29.15 
Cross-industry,Miscellaneous Plant and System Operators,US,"84,560","$81,840 ",$39.35 
Cross-industry,Chemical Plant and System Operators,US,"17,840","$76,290 ",$36.68 
Cross-industry,Gas Plant Operators,US,"15,910","$85,470 ",$41.09 
Cross-industry,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",US,"34,860","$90,970 ",$43.74 
Cross-industry,"Plant and System Operators, All Other",US,"15,950","$64,490 ",$31.00 
Cross-industry,Other Production Occupations,US,"2,562,640","$49,030 ",$23.57 
Cross-industry,"Chemical Processing Machine Setters, Operators, and Tenders",US,"181,610","$58,020 ",$27.89 
Cross-industry,Chemical Equipment Operators and Tenders,US,"127,410","$59,800 ",$28.75 
Cross-industry,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",US,"54,200","$53,830 ",$25.88 
Cross-industry,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",US,"141,240","$49,330 ",$23.72 
Cross-industry,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",US,"28,550","$49,400 ",$23.75 
Cross-industry,"Grinding and Polishing Workers, Hand",US,"11,850","$43,550 ",$20.94 
Cross-industry,"Mixing and Blending Machine Setters, Operators, and Tenders",US,"100,840","$49,990 ",$24.04 
Cross-industry,Cutting Workers,US,"54,610","$45,840 ",$22.04 
Cross-industry,"Cutters and Trimmers, Hand",US,"7,070","$41,960 ",$20.17 
Cross-industry,"Cutting and Slicing Machine Setters, Operators, and Tenders",US,"47,540","$46,420 ",$22.32 
Cross-industry,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",US,"57,310","$47,040 ",$22.62 
Cross-industry,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",US,"57,310","$47,040 ",$22.62 
Cross-industry,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",US,"16,160","$49,250 ",$23.68 
Cross-industry,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",US,"16,160","$49,250 ",$23.68 
Cross-industry,"Inspectors, Testers, Sorters, Samplers, and Weighers",US,"591,180","$51,670 ",$24.84 
Cross-industry,"Inspectors, Testers, Sorters, Samplers, and Weighers",US,"591,180","$51,670 ",$24.84 
Cross-industry,Jewelers and Precious Stone and Metal Workers,US,"23,420","$55,030 ",$26.46 
Cross-industry,Jewelers and Precious Stone and Metal Workers,US,"23,420","$55,030 ",$26.46 
Cross-industry,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,US,"64,150","$49,990 ",$24.04 
Cross-industry,Dental Laboratory Technicians,US,"33,920","$54,060 ",$25.99 
Cross-industry,Medical Appliance Technicians,US,"11,490","$51,410 ",$24.72 
Cross-industry,Ophthalmic Laboratory Technicians,US,"18,740","$41,760 ",$20.08 
Cross-industry,Packaging and Filling Machine Operators and Tenders,US,"383,860","$43,630 ",$20.98 
Cross-industry,Packaging and Filling Machine Operators and Tenders,US,"383,860","$43,630 ",$20.98 
Cross-industry,Painting Workers,US,"167,960","$51,230 ",$24.63 
Cross-industry,"Painting, Coating, and Decorating Workers",US,"8,470","$44,130 ",$21.22 
Cross-industry,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",US,"159,500","$51,610 ",$24.81 
Cross-industry,Semiconductor Processing Technicians,US,"32,150","$59,640 ",$28.68 
Cross-industry,Semiconductor Processing Technicians,US,"32,150","$59,640 ",$28.68 
Cross-industry,Photographic Process Workers and Processing Machine Operators,US,"5,550","$46,050 ",$22.14 
Cross-industry,Photographic Process Workers and Processing Machine Operators,US,"5,550","$46,050 ",$22.14 
Cross-industry,Computer Numerically Controlled Tool Operators and Programmers,US,"205,190","$55,240 ",$26.56 
Cross-industry,Computer Numerically Controlled Tool Operators,US,"176,950","$52,900 ",$25.43 
Cross-industry,Computer Numerically Controlled Tool Programmers,US,"28,230","$69,880 ",$33.60 
Cross-industry,Miscellaneous Production Workers,US,"638,250","$44,250 ",$21.27 
Cross-industry,Adhesive Bonding Machine Operators and Tenders,US,"12,170","$45,670 ",$21.96 
Cross-industry,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",US,"13,890","$43,380 ",$20.86 
Cross-industry,Cooling and Freezing Equipment Operators and Tenders,US,"6,590","$44,290 ",$21.29 
Cross-industry,Etchers and Engravers,US,"8,390","$43,280 ",$20.81 
Cross-industry,"Molders, Shapers, and Casters, Except Metal and Plastic",US,"34,750","$46,730 ",$22.47 
Cross-industry,"Paper Goods Machine Setters, Operators, and Tenders",US,"96,950","$51,750 ",$24.88 
Cross-industry,Tire Builders,US,"20,970","$56,230 ",$27.03 
Cross-industry,Helpers--Production Workers,US,"167,490","$40,080 ",$19.27 
Cross-industry,"Production Workers, All Other",US,"277,060","$42,940 ",$20.64 
Cross-industry,Transportation and Material Moving Occupations,US,"13,645,620","$48,750 ",$23.44 
Cross-industry,Supervisors of Transportation and Material Moving Workers,US,"615,680","$65,680 ",$31.58 
Cross-industry,First-Line Supervisors of Transportation and Material Moving Workers,US,"615,680","$65,680 ",$31.58 
Cross-industry,Aircraft Cargo Handling Supervisors,US,"10,160","$66,190 ",$31.82 
Cross-industry,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",US,"605,510","$65,670 ",$31.57 
Cross-industry,Air Traffic Controllers and Airfield Operations Specialists,US,"39,040","$110,500 ",$53.13 
Cross-industry,Air Traffic Controllers,US,"22,400","$142,740 ",$68.62 
Cross-industry,Airfield Operations Specialists,US,"16,640","$67,120 ",$32.27 
Cross-industry,Motor Vehicle Operators,US,"4,328,760","$51,770 ",$24.89 
Cross-industry,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",US,"12,080","$35,550 ",$17.09 
Cross-industry,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",US,"12,080","$35,550 ",$17.09 
Cross-industry,Driver/Sales Workers and Truck Drivers,US,"3,482,310","$53,170 ",$25.56 
Cross-industry,Driver/Sales Workers,US,"417,420","$39,670 ",$19.07 
Cross-industry,Heavy and Tractor-Trailer Truck Drivers,US,"2,070,480","$58,400 ",$28.08 
Cross-industry,Light Truck Drivers,US,"994,410","$47,950 ",$23.05 
Cross-industry,Passenger Vehicle Drivers,US,"784,030","$46,500 ",$22.36 
Cross-industry,"Bus Drivers, School",US,"387,920","$46,660 ",$22.44 
Cross-industry,"Bus Drivers, Transit and Intercity",US,"148,980","$58,390 ",$28.07 
Cross-industry,Shuttle Drivers and Chauffeurs,US,"229,630","$39,070 ",$18.79 
Cross-industry,Taxi Drivers,US,"17,510","$39,310 ",$18.90 
Cross-industry,Miscellaneous Motor Vehicle Operators,US,"50,330","$40,980 ",$19.70 
Cross-industry,"Motor Vehicle Operators, All Other",US,"50,330","$40,980 ",$19.70 
Cross-industry,Rail Transportation Workers,US,"101,190","$75,090 ",$36.10 
Cross-industry,Locomotive Engineers and Operators,US,"35,300","$79,600 ",$38.27 
Cross-industry,Locomotive Engineers,US,"31,990","$81,540 ",$39.20 
Cross-industry,"Rail Yard Engineers, Dinkey Operators, and Hostlers",US,"3,300","$60,810 ",$29.23 
Cross-industry,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",US,"12,460","$63,170 ",$30.37 
Cross-industry,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",US,"12,460","$63,170 ",$30.37 
Cross-industry,Railroad Conductors and Yardmasters,US,"42,710","$75,490 ",$36.29 
Cross-industry,Railroad Conductors and Yardmasters,US,"42,710","$75,490 ",$36.29 
Cross-industry,Subway and Streetcar Operators,US,"9,200","$75,620 ",$36.36 
Cross-industry,Subway and Streetcar Operators,US,"9,200","$75,620 ",$36.36 
Cross-industry,Miscellaneous Rail Transportation Workers,US,"1,520","$53,500 ",$25.72 
Cross-industry,"Rail Transportation Workers, All Other",US,"1,520","$53,500 ",$25.72 
Cross-industry,Water Transportation Workers,US,"77,710","$80,150 ",$38.54 
Cross-industry,Sailors and Marine Oilers,US,"31,360","$55,320 ",$26.59 
Cross-industry,Sailors and Marine Oilers,US,"31,360","$55,320 ",$26.59 
Cross-industry,Ship and Boat Captains and Operators,US,"37,770","$95,000 ",$45.67 
Cross-industry,"Captains, Mates, and Pilots of Water Vessels",US,"35,390","$97,660 ",$46.95 
Cross-industry,Motorboat Operators,US,"2,380","$55,370 ",$26.62 
Cross-industry,Ship Engineers,US,"8,580","$105,600 ",$50.77 
Cross-industry,Ship Engineers,US,"8,580","$105,600 ",$50.77 
Cross-industry,Other Transportation Workers,US,"330,140","$40,640 ",$19.54 
Cross-industry,Bridge and Lock Tenders,US,"2,720","$56,520 ",$27.17 
Cross-industry,Bridge and Lock Tenders,US,"2,720","$56,520 ",$27.17 
Cross-industry,Parking Attendants,US,"134,650","$34,190 ",$16.44 
Cross-industry,Parking Attendants,US,"134,650","$34,190 ",$16.44 
Cross-industry,Transportation Service Attendants,US,"125,580","$37,510 ",$18.03 
Cross-industry,Automotive and Watercraft Service Attendants,US,"98,270","$35,800 ",$17.21 
Cross-industry,Aircraft Service Attendants,US,"27,310","$43,630 ",$20.98 
Cross-industry,Traffic Technicians,US,"7,580","$61,310 ",$29.48 
Cross-industry,Traffic Technicians,US,"7,580","$61,310 ",$29.48 
Cross-industry,Transportation Inspectors,US,"23,320","$86,490 ",$41.58 
Cross-industry,Transportation Inspectors,US,"23,320","$86,490 ",$41.58 
Cross-industry,Passenger Attendants,US,"25,340","$38,480 ",$18.50 
Cross-industry,Passenger Attendants,US,"25,340","$38,480 ",$18.50 
Cross-industry,Miscellaneous Transportation Workers,US,"10,960","$45,040 ",$21.65 
Cross-industry,"Transportation Workers, All Other",US,"10,960","$45,040 ",$21.65 
Cross-industry,Material Moving Workers,US,"7,871,860","$41,100 ",$19.76 
Cross-industry,Conveyor Operators and Tenders,US,"26,060","$44,800 ",$21.54 
Cross-industry,Conveyor Operators and Tenders,US,"26,060","$44,800 ",$21.54 
Cross-industry,Crane and Tower Operators,US,"42,000","$71,560 ",$34.40 
Cross-industry,Crane and Tower Operators,US,"42,000","$71,560 ",$34.40 
Cross-industry,Dredge Operators,US,"1,030","$55,820 ",$26.84 
Cross-industry,Dredge Operators,US,"1,030","$55,820 ",$26.84 
Cross-industry,Hoist and Winch Operators,US,"2,480","$64,070 ",$30.81 
Cross-industry,Hoist and Winch Operators,US,"2,480","$64,070 ",$30.81 
Cross-industry,Industrial Truck and Tractor Operators,US,"805,770","$47,830 ",$23.00 
Cross-industry,Industrial Truck and Tractor Operators,US,"805,770","$47,830 ",$23.00 
Cross-industry,Laborers and Material Movers,US,"6,784,150","$39,690 ",$19.08 
Cross-industry,Cleaners of Vehicles and Equipment,US,"373,960","$36,290 ",$17.45 
Cross-industry,"Laborers and Freight, Stock, and Material Movers, Hand",US,"2,982,530","$41,420 ",$19.91 
Cross-industry,Machine Feeders and Offbearers,US,"46,690","$42,840 ",$20.60 
Cross-industry,"Packers and Packagers, Hand",US,"601,440","$36,600 ",$17.59 
Cross-industry,Stockers and Order Fillers,US,"2,779,530","$38,910 ",$18.71 
Cross-industry,Pumping Station Operators,US,"35,060","$67,400 ",$32.40 
Cross-industry,Gas Compressor and Gas Pumping Station Operators,US,"5,110","$71,750 ",$34.50 
Cross-industry,"Pump Operators, Except Wellhead Pumpers",US,"12,600","$61,950 ",$29.78 
Cross-industry,Wellhead Pumpers,US,"17,350","$70,070 ",$33.69 
Cross-industry,Refuse and Recyclable Material Collectors,US,"139,180","$51,210 ",$24.62 
Cross-industry,Refuse and Recyclable Material Collectors,US,"139,180","$51,210 ",$24.62 
Cross-industry,"Tank Car, Truck, and Ship Loaders",US,"10,920","$60,010 ",$28.85 
Cross-industry,"Tank Car, Truck, and Ship Loaders",US,"10,920","$60,010 ",$28.85 
Cross-industry,Miscellaneous Material Moving Workers,US,"25,190","$46,650 ",$22.43 
Cross-industry,"Material Moving Workers, All Other",US,"25,190","$46,650 ",$22.43 
"Cross-industry, Private Ownership only",All Occupations,US,"131,765,830","$67,140 ",$32.28 
"Cross-industry, Private Ownership only",Management Occupations,US,"9,665,840","$143,930 ",$69.20 
"Cross-industry, Private Ownership only",Top Executives,US,"3,593,550","$140,170 ",$67.39 
"Cross-industry, Private Ownership only",Chief Executives,US,"173,460","$283,090 ",$136.10 
"Cross-industry, Private Ownership only",Chief Executives,US,"173,460","$283,090 ",$136.10 
"Cross-industry, Private Ownership only",General and Operations Managers,US,"3,420,090","$132,920 ",$63.90 
"Cross-industry, Private Ownership only",General and Operations Managers,US,"3,420,090","$132,920 ",$63.90 
"Cross-industry, Private Ownership only","Advertising, Marketing, Promotions, Public Relations, and Sales Managers",US,"1,099,380","$164,560 ",$79.12 
"Cross-industry, Private Ownership only",Advertising and Promotions Managers,US,"20,730","$149,900 ",$72.07 
"Cross-industry, Private Ownership only",Advertising and Promotions Managers,US,"20,730","$149,900 ",$72.07 
"Cross-industry, Private Ownership only",Marketing and Sales Managers,US,"980,990","$165,410 ",$79.52 
"Cross-industry, Private Ownership only",Marketing Managers,US,"378,820","$172,340 ",$82.86 
"Cross-industry, Private Ownership only",Sales Managers,US,"602,170","$161,040 ",$77.43 
"Cross-industry, Private Ownership only",Public Relations and Fundraising Managers,US,"97,670","$159,200 ",$76.54 
"Cross-industry, Private Ownership only",Public Relations Managers,US,"65,360","$169,900 ",$81.69 
"Cross-industry, Private Ownership only",Fundraising Managers,US,"32,310","$137,560 ",$66.14 
"Cross-industry, Private Ownership only",Operations Specialties Managers,US,"2,386,510","$164,490 ",$79.08 
"Cross-industry, Private Ownership only",Administrative Services and Facilities Managers,US,"305,070","$125,160 ",$60.18 
"Cross-industry, Private Ownership only",Administrative Services Managers,US,"192,900","$130,290 ",$62.64 
"Cross-industry, Private Ownership only",Facilities Managers,US,"112,170","$116,350 ",$55.94 
"Cross-industry, Private Ownership only",Computer and Information Systems Managers,US,"593,790","$192,070 ",$92.34 
"Cross-industry, Private Ownership only",Computer and Information Systems Managers,US,"593,790","$192,070 ",$92.34 
"Cross-industry, Private Ownership only",Financial Managers,US,"747,500","$184,480 ",$88.69 
"Cross-industry, Private Ownership only",Financial Managers,US,"747,500","$184,480 ",$88.69 
"Cross-industry, Private Ownership only",Industrial Production Managers,US,"231,210","$129,180 ",$62.11 
"Cross-industry, Private Ownership only",Industrial Production Managers,US,"231,210","$129,180 ",$62.11 
"Cross-industry, Private Ownership only",Purchasing Managers,US,"69,210","$152,540 ",$73.34 
"Cross-industry, Private Ownership only",Purchasing Managers,US,"69,210","$152,540 ",$73.34 
"Cross-industry, Private Ownership only","Transportation, Storage, and Distribution Managers",US,"193,190","$115,800 ",$55.67 
"Cross-industry, Private Ownership only","Transportation, Storage, and Distribution Managers",US,"193,190","$115,800 ",$55.67 
"Cross-industry, Private Ownership only",Compensation and Benefits Managers,US,"17,900","$160,420 ",$77.12 
"Cross-industry, Private Ownership only",Compensation and Benefits Managers,US,"17,900","$160,420 ",$77.12 
"Cross-industry, Private Ownership only",Human Resources Managers,US,"187,590","$164,620 ",$79.15 
"Cross-industry, Private Ownership only",Human Resources Managers,US,"187,590","$164,620 ",$79.15 
"Cross-industry, Private Ownership only",Training and Development Managers,US,"41,050","$143,190 ",$68.84 
"Cross-industry, Private Ownership only",Training and Development Managers,US,"41,050","$143,190 ",$68.84 
"Cross-industry, Private Ownership only",Other Management Occupations,US,"2,586,390","$121,400 ",$58.36 
"Cross-industry, Private Ownership only","Farmers, Ranchers, and Other Agricultural Managers",US,"5,250","$99,010 ",$47.60 
"Cross-industry, Private Ownership only","Farmers, Ranchers, and Other Agricultural Managers",US,"5,250","$99,010 ",$47.60 
"Cross-industry, Private Ownership only",Construction Managers,US,"334,010","$119,770 ",$57.58 
"Cross-industry, Private Ownership only",Construction Managers,US,"334,010","$119,770 ",$57.58 
"Cross-industry, Private Ownership only",Education and Childcare Administrators,US,"238,040","$95,260 ",$45.80 
"Cross-industry, Private Ownership only","Education and Childcare Administrators, Preschool and Daycare",US,"68,090","$61,350 ",$29.50 
"Cross-industry, Private Ownership only","Education Administrators, Postsecondary",US,"77,610","$120,180 ",$57.78 
"Cross-industry, Private Ownership only","Education Administrators, All Other",US,"32,670","$92,430 ",$44.44 
"Cross-industry, Private Ownership only",Architectural and Engineering Managers,US,"192,990","$177,610 ",$85.39 
"Cross-industry, Private Ownership only",Architectural and Engineering Managers,US,"192,990","$177,610 ",$85.39 
"Cross-industry, Private Ownership only",Food Service Managers,US,"235,880","$72,020 ",$34.62 
"Cross-industry, Private Ownership only",Food Service Managers,US,"235,880","$72,020 ",$34.62 
"Cross-industry, Private Ownership only",Entertainment and Recreation Managers,US,"30,090","$85,540 ",$41.13 
"Cross-industry, Private Ownership only",Gambling Managers,US,"2,900","$102,050 ",$49.06 
"Cross-industry, Private Ownership only","Entertainment and Recreation Managers, Except Gambling",US,"27,180","$83,780 ",$40.28 
"Cross-industry, Private Ownership only",Lodging Managers,US,"40,770","$77,320 ",$37.17 
"Cross-industry, Private Ownership only",Lodging Managers,US,"40,770","$77,320 ",$37.17 
"Cross-industry, Private Ownership only",Medical and Health Services Managers,US,"488,910","$137,170 ",$65.95 
"Cross-industry, Private Ownership only",Medical and Health Services Managers,US,"488,910","$137,170 ",$65.95 
"Cross-industry, Private Ownership only",Natural Sciences Managers,US,"78,180","$185,920 ",$89.39 
"Cross-industry, Private Ownership only",Natural Sciences Managers,US,"78,180","$185,920 ",$89.39 
"Cross-industry, Private Ownership only","Property, Real Estate, and Community Association Managers",US,"288,370","$82,410 ",$39.62 
"Cross-industry, Private Ownership only","Property, Real Estate, and Community Association Managers",US,"288,370","$82,410 ",$39.62 
