naics_title,occ_title,state,amount_employed,annual_mean_wage,hourly_mean_wage
Forestry and Logging,Laborers and Material Movers,US,650,"$38,060 ",$18.30 
Forestry and Logging,Cleaners of Vehicles and Equipment,US,50,"$27,500 ",$13.22 
Forestry and Logging,"Laborers and Freight, Stock, and Material Movers, Hand",US,510,"$39,160 ",$18.83 
Logging,All Occupations,US,"43,100","$56,000 ",$26.92 
Logging,Management Occupations,US,950,"$110,490 ",$53.12 
Logging,Top Executives,US,550,"$97,670 ",$46.96 
Logging,General and Operations Managers,US,550,"$97,590 ",$46.92 
Logging,General and Operations Managers,US,550,"$97,590 ",$46.92 
Logging,Operations Specialties Managers,US,90,"$109,690 ",$52.74 
Logging,Industrial Production Managers,US,40,"$104,350 ",$50.17 
Logging,Industrial Production Managers,US,40,"$104,350 ",$50.17 
Logging,Other Management Occupations,US,270,"$136,400 ",$65.58 
Logging,Miscellaneous Managers,US,230,"$139,700 ",$67.16 
Logging,"Managers, All Other",US,230,"$139,700 ",$67.16 
Logging,Business and Financial Operations Occupations,US,480,"$78,110 ",$37.55 
Logging,Business Operations Specialists,US,300,"$71,310 ",$34.29 
Logging,Buyers and Purchasing Agents,US,160,"$59,610 ",$28.66 
Logging,Buyers and Purchasing Agents,US,160,"$59,610 ",$28.66 
Logging,Logisticians and Project Management Specialists,US,60,"$86,320 ",$41.50 
Logging,Logisticians,US,40,"$80,830 ",$38.86 
Logging,Financial Specialists,US,190,"$89,020 ",$42.80 
Logging,Accountants and Auditors,US,180,"$88,970 ",$42.77 
Logging,Accountants and Auditors,US,180,"$88,970 ",$42.77 
Logging,"Life, Physical, and Social Science Occupations",US,700,"$72,190 ",$34.71 
Logging,Life Scientists,US,620,"$74,430 ",$35.78 
Logging,Conservation Scientists and Foresters,US,620,"$74,430 ",$35.78 
Logging,Foresters,US,620,"$74,430 ",$35.78 
Logging,Protective Service Occupations,US,80,"$38,590 ",$18.56 
Logging,Other Protective Service Workers,US,80,"$38,640 ",$18.58 
Logging,Building Cleaning and Pest Control Workers,US,70,"$33,910 ",$16.30 
Logging,Building Cleaning Workers,US,70,"$33,910 ",$16.30 
Logging,Tree Trimmers and Pruners,US,70,"$50,860 ",$24.45 
Logging,Sales and Related Occupations,US,120,"$64,020 ",$30.78 
Logging,"Sales Representatives, Services",US,50,"$63,480 ",$30.52 
Logging,"Miscellaneous Sales Representatives, Services",US,50,"$63,480 ",$30.52 
Logging,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",US,50,"$63,480 ",$30.52 
Logging,"Sales Representatives, Wholesale and Manufacturing",US,40,"$75,530 ",$36.31 
Logging,"Sales Representatives, Wholesale and Manufacturing",US,40,"$75,530 ",$36.31 
Logging,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",US,40,"$75,530 ",$36.31 
Logging,Office and Administrative Support Occupations,US,"3,850","$43,220 ",$20.78 
Logging,Financial Clerks,US,"1,070","$46,290 ",$22.26 
Logging,"Bookkeeping, Accounting, and Auditing Clerks",US,960,"$47,140 ",$22.67 
Logging,"Bookkeeping, Accounting, and Auditing Clerks",US,960,"$47,140 ",$22.67 
Logging,Information and Record Clerks,US,30,"$35,510 ",$17.07 
Logging,"Material Recording, Scheduling, Dispatching, and Distributing Workers",US,50,"$51,100 ",$24.57 
Logging,Secretaries and Administrative Assistants,US,790,"$44,140 ",$21.22 
Logging,Secretaries and Administrative Assistants,US,790,"$44,140 ",$21.22 
Logging,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",US,750,"$42,220 ",$20.30 
Logging,Other Office and Administrative Support Workers,US,"1,720","$39,730 ",$19.10 
Logging,"Office Clerks, General",US,"1,710","$39,760 ",$19.11 
Logging,"Office Clerks, General",US,"1,710","$39,760 ",$19.11 
Logging,"Farming, Fishing, and Forestry Occupations",US,"24,770","$56,880 ",$27.34 
Logging,"Supervisors of Farming, Fishing, and Forestry Workers",US,"2,800","$72,870 ",$35.04 
Logging,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",US,"2,800","$72,870 ",$35.04 
Logging,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",US,"2,800","$72,870 ",$35.04 
Logging,Agricultural Workers,US,150,"$50,740 ",$24.39 
Logging,Miscellaneous Agricultural Workers,US,150,"$50,740 ",$24.39 
Logging,"Agricultural Workers, All Other",US,90,"$56,040 ",$26.94 
Logging,"Forest, Conservation, and Logging Workers",US,"21,800","$54,860 ",$26.37 
Logging,Logging Workers,US,"21,800","$54,860 ",$26.37 
Logging,Fallers,US,"2,620","$63,460 ",$30.51 
Logging,Logging Equipment Operators,US,"17,290","$53,650 ",$25.79 
Logging,Log Graders and Scalers,US,120,"$56,950 ",$27.38 
Logging,"Logging Workers, All Other",US,"1,780","$53,840 ",$25.88 
Logging,Construction and Extraction Occupations,US,640,"$56,700 ",$27.26 
Logging,Supervisors of Construction and Extraction Workers,US,40,"$78,030 ",$37.52 
Logging,First-Line Supervisors of Construction Trades and Extraction Workers,US,40,"$78,030 ",$37.52 
Logging,First-Line Supervisors of Construction Trades and Extraction Workers,US,40,"$78,030 ",$37.52 
Logging,Construction Trades Workers,US,570,"$54,810 ",$26.35 
Logging,Construction Equipment Operators,US,550,"$54,620 ",$26.26 
Logging,Operating Engineers and Other Construction Equipment Operators,US,530,"$54,130 ",$26.02 
Logging,"Installation, Maintenance, and Repair Occupations",US,"1,790","$53,410 ",$25.68 
Logging,"Supervisors of Installation, Maintenance, and Repair Workers",US,50,"$68,570 ",$32.97 
Logging,"First-Line Supervisors of Mechanics, Installers, and Repairers",US,50,"$68,570 ",$32.97 
Logging,"First-Line Supervisors of Mechanics, Installers, and Repairers",US,50,"$68,570 ",$32.97 
Logging,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",US,"1,520","$54,040 ",$25.98 
Logging,Bus and Truck Mechanics and Diesel Engine Specialists,US,200,"$50,780 ",$24.41 
Logging,Bus and Truck Mechanics and Diesel Engine Specialists,US,200,"$50,780 ",$24.41 
Logging,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,US,"1,300","$54,720 ",$26.31 
Logging,"Mobile Heavy Equipment Mechanics, Except Engines",US,"1,270","$54,770 ",$26.33 
Logging,"Other Installation, Maintenance, and Repair Occupations",US,220,"$45,190 ",$21.73 
Logging,"Industrial Machinery Installation, Repair, and Maintenance Workers",US,50,"$40,190 ",$19.32 
Logging,"Maintenance and Repair Workers, General",US,90,"$43,850 ",$21.08 
Logging,"Maintenance and Repair Workers, General",US,90,"$43,850 ",$21.08 
Logging,"Miscellaneous Installation, Maintenance, and Repair Workers",US,80,"$50,190 ",$24.13 
Logging,Riggers,US,30,"$60,850 ",$29.26 
Logging,"Helpers--Installation, Maintenance, and Repair Workers",US,40,"$42,040 ",$20.21 
Logging,Production Occupations,US,630,"$48,420 ",$23.28 
Logging,Woodworkers,US,470,"$48,440 ",$23.29 
Logging,"Woodworking Machine Setters, Operators, and Tenders",US,460,"$48,430 ",$23.29 
Logging,"Sawing Machine Setters, Operators, and Tenders, Wood",US,460,"$48,430 ",$23.29 
Logging,Other Production Occupations,US,50,"$42,980 ",$20.66 
Logging,Miscellaneous Production Workers,US,30,"$38,200 ",$18.37 
Logging,Transportation and Material Moving Occupations,US,"8,740","$51,980 ",$24.99 
Logging,Supervisors of Transportation and Material Moving Workers,US,110,"$73,780 ",$35.47 
Logging,First-Line Supervisors of Transportation and Material Moving Workers,US,110,"$73,780 ",$35.47 
Logging,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",US,110,"$73,780 ",$35.47 
Logging,Motor Vehicle Operators,US,"7,650","$52,720 ",$25.35 
Logging,Driver/Sales Workers and Truck Drivers,US,"7,650","$52,720 ",$25.35 
Logging,Heavy and Tractor-Trailer Truck Drivers,US,"7,620","$52,750 ",$25.36 
Logging,Material Moving Workers,US,960,"$42,330 ",$20.35 
Logging,Hoist and Winch Operators,US,60,"$58,170 ",$27.97 
Logging,Hoist and Winch Operators,US,60,"$58,170 ",$27.97 
Logging,Industrial Truck and Tractor Operators,US,220,"$50,150 ",$24.11 
Logging,Industrial Truck and Tractor Operators,US,220,"$50,150 ",$24.11 
Logging,Laborers and Material Movers,US,650,"$38,060 ",$18.30 
Logging,Cleaners of Vehicles and Equipment,US,50,"$27,500 ",$13.22 
Logging,"Laborers and Freight, Stock, and Material Movers, Hand",US,510,"$39,160 ",$18.83 
Support Activities for Agriculture and Forestry,All Occupations,US,"384,160","$42,910 ",$20.63 
Support Activities for Agriculture and Forestry,Management Occupations,US,"10,680","$109,170 ",$52.49 
Support Activities for Agriculture and Forestry,Top Executives,US,"5,540","$104,920 ",$50.44 
Support Activities for Agriculture and Forestry,Chief Executives,US,140,"$249,240 ",$119.83 
Support Activities for Agriculture and Forestry,Chief Executives,US,140,"$249,240 ",$119.83 
Support Activities for Agriculture and Forestry,General and Operations Managers,US,"5,400","$101,080 ",$48.60 
Support Activities for Agriculture and Forestry,General and Operations Managers,US,"5,400","$101,080 ",$48.60 
Support Activities for Agriculture and Forestry,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",US,370,"$152,820 ",$73.47 
Support Activities for Agriculture and Forestry,Marketing and Sales Managers,US,350,"$153,260 ",$73.68 
Support Activities for Agriculture and Forestry,Marketing Managers,US,50,"$123,320 ",$59.29 
Support Activities for Agriculture and Forestry,Sales Managers,US,300,"$158,060 ",$75.99 
Support Activities for Agriculture and Forestry,Operations Specialties Managers,US,"1,820","$127,910 ",$61.50 
Support Activities for Agriculture and Forestry,Administrative Services and Facilities Managers,US,370,"$118,850 ",$57.14 
Support Activities for Agriculture and Forestry,Administrative Services Managers,US,160,"$128,490 ",$61.78 
Support Activities for Agriculture and Forestry,Facilities Managers,US,210,"$111,420 ",$53.57 
Support Activities for Agriculture and Forestry,Computer and Information Systems Managers,US,110,"$167,390 ",$80.48 
Support Activities for Agriculture and Forestry,Computer and Information Systems Managers,US,110,"$167,390 ",$80.48 
Support Activities for Agriculture and Forestry,Financial Managers,US,380,"$171,650 ",$82.52 
Support Activities for Agriculture and Forestry,Financial Managers,US,380,"$171,650 ",$82.52 
Support Activities for Agriculture and Forestry,Industrial Production Managers,US,530,"$104,370 ",$50.18 
Support Activities for Agriculture and Forestry,Industrial Production Managers,US,530,"$104,370 ",$50.18 
Support Activities for Agriculture and Forestry,Purchasing Managers,US,60,"$140,680 ",$67.64 
Support Activities for Agriculture and Forestry,Purchasing Managers,US,60,"$140,680 ",$67.64 
Support Activities for Agriculture and Forestry,"Transportation, Storage, and Distribution Managers",US,250,"$108,110 ",$51.97 
Support Activities for Agriculture and Forestry,"Transportation, Storage, and Distribution Managers",US,250,"$108,110 ",$51.97 
Support Activities for Agriculture and Forestry,Human Resources Managers,US,120,"$122,500 ",$58.90 
Support Activities for Agriculture and Forestry,Human Resources Managers,US,120,"$122,500 ",$58.90 
Support Activities for Agriculture and Forestry,Other Management Occupations,US,"2,960","$100,180 ",$48.17 
Support Activities for Agriculture and Forestry,"Farmers, Ranchers, and Other Agricultural Managers",US,"2,530","$99,940 ",$48.05 
Support Activities for Agriculture and Forestry,"Farmers, Ranchers, and Other Agricultural Managers",US,"2,530","$99,940 ",$48.05 
Support Activities for Agriculture and Forestry,Natural Sciences Managers,US,50,"$124,610 ",$59.91 
Support Activities for Agriculture and Forestry,Natural Sciences Managers,US,50,"$124,610 ",$59.91 
Support Activities for Agriculture and Forestry,Business and Financial Operations Occupations,US,"3,810","$77,490 ",$37.26 
Support Activities for Agriculture and Forestry,Business Operations Specialists,US,"2,750","$73,060 ",$35.13 
Support Activities for Agriculture and Forestry,Buyers and Purchasing Agents,US,410,"$77,550 ",$37.28 
Support Activities for Agriculture and Forestry,Buyers and Purchasing Agents,US,410,"$77,550 ",$37.28 
Support Activities for Agriculture and Forestry,Compliance Officers,US,90,"$60,700 ",$29.18 
Support Activities for Agriculture and Forestry,Compliance Officers,US,90,"$60,700 ",$29.18 
Support Activities for Agriculture and Forestry,Human Resources Workers,US,910,"$64,570 ",$31.04 
Support Activities for Agriculture and Forestry,Human Resources Specialists,US,500,"$72,800 ",$35.00 
Support Activities for Agriculture and Forestry,Farm Labor Contractors,US,360,"$54,660 ",$26.28 
Support Activities for Agriculture and Forestry,Logisticians and Project Management Specialists,US,260,"$79,330 ",$38.14 
Support Activities for Agriculture and Forestry,Logisticians,US,190,"$76,930 ",$36.99 
Support Activities for Agriculture and Forestry,Project Management Specialists,US,70,"$85,900 ",$41.30 
Support Activities for Agriculture and Forestry,Management Analysts,US,70,"$82,510 ",$39.67 
Support Activities for Agriculture and Forestry,Management Analysts,US,70,"$82,510 ",$39.67 
Support Activities for Agriculture and Forestry,"Compensation, Benefits, and Job Analysis Specialists",US,40,"$67,700 ",$32.55 
Support Activities for Agriculture and Forestry,"Compensation, Benefits, and Job Analysis Specialists",US,40,"$67,700 ",$32.55 
Support Activities for Agriculture and Forestry,Market Research Analysts and Marketing Specialists,US,170,"$78,280 ",$37.64 
Support Activities for Agriculture and Forestry,Market Research Analysts and Marketing Specialists,US,170,"$78,280 ",$37.64 
Support Activities for Agriculture and Forestry,Financial Specialists,US,"1,060","$89,010 ",$42.79 
Support Activities for Agriculture and Forestry,Accountants and Auditors,US,940,"$87,240 ",$41.94 
Support Activities for Agriculture and Forestry,Accountants and Auditors,US,940,"$87,240 ",$41.94 
Support Activities for Agriculture and Forestry,Computer and Mathematical Occupations,US,590,"$83,090 ",$39.95 
Support Activities for Agriculture and Forestry,Computer Occupations,US,580,"$83,370 ",$40.08 
Support Activities for Agriculture and Forestry,Computer and Information Analysts,US,40,"$105,240 ",$50.60 
Support Activities for Agriculture and Forestry,Computer Systems Analysts,US,40,"$104,490 ",$50.23 
Support Activities for Agriculture and Forestry,Computer Support Specialists,US,270,"$74,790 ",$35.96 
Support Activities for Agriculture and Forestry,Computer User Support Specialists,US,250,"$72,800 ",$35.00 
Support Activities for Agriculture and Forestry,Database and Network Administrators and Architects,US,100,"$91,950 ",$44.21 
Support Activities for Agriculture and Forestry,Network and Computer Systems Administrators,US,70,"$95,110 ",$45.72 
Support Activities for Agriculture and Forestry,Miscellaneous Computer Occupations,US,40,"$83,710 ",$40.25 
Support Activities for Agriculture and Forestry,"Computer Occupations, All Other",US,40,"$83,710 ",$40.25 
Support Activities for Agriculture and Forestry,Architecture and Engineering Occupations,US,180,"$80,310 ",$38.61 
Support Activities for Agriculture and Forestry,Engineers,US,160,"$84,890 ",$40.81 
Support Activities for Agriculture and Forestry,"Industrial Engineers, Including Health and Safety",US,110,"$83,710 ",$40.25 
Support Activities for Agriculture and Forestry,Industrial Engineers,US,110,"$83,990 ",$40.38 
Support Activities for Agriculture and Forestry,"Life, Physical, and Social Science Occupations",US,"3,130","$58,790 ",$28.26 
Support Activities for Agriculture and Forestry,Life Scientists,US,"1,420","$71,380 ",$34.32 
Support Activities for Agriculture and Forestry,Agricultural and Food Scientists,US,"1,270","$73,020 ",$35.11 
Support Activities for Agriculture and Forestry,Animal Scientists,US,290,"$74,980 ",$36.05 
Support Activities for Agriculture and Forestry,Food Scientists and Technologists,US,190,"$86,290 ",$41.49 
Support Activities for Agriculture and Forestry,Soil and Plant Scientists,US,780,"$69,010 ",$33.18 
Support Activities for Agriculture and Forestry,Biological Scientists,US,140,"$54,300 ",$26.10 
Support Activities for Agriculture and Forestry,"Biological Scientists, All Other",US,140,"$53,840 ",$25.88 
Support Activities for Agriculture and Forestry,"Life, Physical, and Social Science Technicians",US,"1,360","$45,000 ",$21.64 
Support Activities for Agriculture and Forestry,Agricultural and Food Science Technicians,US,"1,220","$45,150 ",$21.71 
Support Activities for Agriculture and Forestry,Agricultural Technicians,US,"1,080","$44,590 ",$21.44 
Support Activities for Agriculture and Forestry,Food Science Technicians,US,140,"$49,510 ",$23.80 
Support Activities for Agriculture and Forestry,Occupational Health and Safety Specialists and Technicians,US,350,"$60,850 ",$29.26 
Support Activities for Agriculture and Forestry,Occupational Health and Safety Specialists and Technicians,US,350,"$60,850 ",$29.26 
Support Activities for Agriculture and Forestry,Occupational Health and Safety Specialists,US,340,"$61,340 ",$29.49 
Support Activities for Agriculture and Forestry,Educational Instruction and Library Occupations,US,430,"$40,230 ",$19.34 
Support Activities for Agriculture and Forestry,Other Teachers and Instructors,US,390,"$39,870 ",$19.17 
Support Activities for Agriculture and Forestry,Self-Enrichment Teachers,US,390,"$39,870 ",$19.17 
Support Activities for Agriculture and Forestry,Self-Enrichment Teachers,US,390,"$39,870 ",$19.17 
Support Activities for Agriculture and Forestry,Art and Design Workers,US,30,"$54,470 ",$26.19 
Support Activities for Agriculture and Forestry,Designers,US,30,"$54,470 ",$26.19 
Support Activities for Agriculture and Forestry,Graphic Designers,US,30,"$54,470 ",$26.19 
Support Activities for Agriculture and Forestry,Healthcare Practitioners and Technical Occupations,US,410,"$87,090 ",$41.87 
Support Activities for Agriculture and Forestry,Healthcare Diagnosing or Treating Practitioners,US,180,"$125,950 ",$60.55 
Support Activities for Agriculture and Forestry,Veterinarians,US,180,"$125,050 ",$60.12 
Support Activities for Agriculture and Forestry,Veterinarians,US,180,"$125,050 ",$60.12 
Support Activities for Agriculture and Forestry,Health Technologists and Technicians,US,220,"$54,900 ",$26.39 
Support Activities for Agriculture and Forestry,Health Practitioner Support Technologists and Technicians,US,220,"$54,960 ",$26.42 
Support Activities for Agriculture and Forestry,Veterinary Technologists and Technicians,US,220,"$54,960 ",$26.42 
Support Activities for Agriculture and Forestry,Protective Service Occupations,US,400,"$37,720 ",$18.14 
Support Activities for Agriculture and Forestry,Other Protective Service Workers,US,400,"$37,480 ",$18.02 
Support Activities for Agriculture and Forestry,Security Guards and Gambling Surveillance Officers,US,390,"$36,790 ",$17.69 
Support Activities for Agriculture and Forestry,Security Guards,US,390,"$36,790 ",$17.69 
Support Activities for Agriculture and Forestry,Food Preparation and Serving Related Occupations,US,90,"$31,910 ",$15.34 
Support Activities for Agriculture and Forestry,Cooks and Food Preparation Workers,US,40,"$34,220 ",$16.45 
Support Activities for Agriculture and Forestry,Cooks,US,30,"$33,750 ",$16.23 
Support Activities for Agriculture and Forestry,Building and Grounds Cleaning and Maintenance Occupations,US,"6,050","$40,640 ",$19.54 
Support Activities for Agriculture and Forestry,Supervisors of Building and Grounds Cleaning and Maintenance Workers,US,320,"$64,290 ",$30.91 
Support Activities for Agriculture and Forestry,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,US,320,"$64,290 ",$30.91 
Support Activities for Agriculture and Forestry,First-Line Supervisors of Housekeeping and Janitorial Workers,US,80,"$56,650 ",$27.24 
Support Activities for Agriculture and Forestry,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",US,240,"$66,870 ",$32.15 
Support Activities for Agriculture and Forestry,Building Cleaning and Pest Control Workers,US,"2,870","$36,320 ",$17.46 
Support Activities for Agriculture and Forestry,Building Cleaning Workers,US,"2,720","$35,990 ",$17.30 
Support Activities for Agriculture and Forestry,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",US,"2,610","$35,890 ",$17.25 
Support Activities for Agriculture and Forestry,Maids and Housekeeping Cleaners,US,100,"$38,560 ",$18.54 
Support Activities for Agriculture and Forestry,Pest Control Workers,US,150,"$42,320 ",$20.34 
Support Activities for Agriculture and Forestry,Pest Control Workers,US,150,"$42,320 ",$20.34 
Support Activities for Agriculture and Forestry,Grounds Maintenance Workers,US,"2,860","$42,330 ",$20.35 
Support Activities for Agriculture and Forestry,Grounds Maintenance Workers,US,"2,860","$42,330 ",$20.35 
Support Activities for Agriculture and Forestry,Landscaping and Groundskeeping Workers,US,"1,570","$39,360 ",$18.92 
Support Activities for Agriculture and Forestry,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",US,"1,270","$46,060 ",$22.14 
Support Activities for Agriculture and Forestry,Personal Care and Service Occupations,US,"8,480","$40,370 ",$19.41 
Support Activities for Agriculture and Forestry,Supervisors of Personal Care and Service Workers,US,240,"$51,040 ",$24.54 
Support Activities for Agriculture and Forestry,First-Line Supervisors of Personal Service Workers,US,200,"$49,310 ",$23.71 
Support Activities for Agriculture and Forestry,First-Line Supervisors of Personal Service Workers,US,200,"$49,310 ",$23.71 
Support Activities for Agriculture and Forestry,Animal Care and Service Workers,US,"8,220","$40,090 ",$19.27 
Support Activities for Agriculture and Forestry,Animal Trainers,US,"1,660","$51,940 ",$24.97 
Support Activities for Agriculture and Forestry,Animal Trainers,US,"1,660","$51,940 ",$24.97 
Support Activities for Agriculture and Forestry,Animal Caretakers,US,"6,560","$37,090 ",$17.83 
Support Activities for Agriculture and Forestry,Animal Caretakers,US,"6,560","$37,090 ",$17.83 
Support Activities for Agriculture and Forestry,Sales and Related Occupations,US,"3,470","$69,800 ",$33.56 
Support Activities for Agriculture and Forestry,Retail Sales Workers,US,480,"$33,960 ",$16.33 
Support Activities for Agriculture and Forestry,Cashiers,US,40,"$30,320 ",$14.58 
Support Activities for Agriculture and Forestry,Cashiers,US,40,"$30,320 ",$14.58 
Support Activities for Agriculture and Forestry,Retail Salespersons,US,440,"$34,300 ",$16.49 
Support Activities for Agriculture and Forestry,Retail Salespersons,US,440,"$34,300 ",$16.49 
Telecommunications,Procurement Clerks,US,330,"$53,400 ",$25.67 
Support Activities for Agriculture and Forestry,"Sales Representatives, Services",US,790,"$77,640 ",$37.33 
Support Activities for Agriculture and Forestry,"Miscellaneous Sales Representatives, Services",US,790,"$77,640 ",$37.33 
Support Activities for Agriculture and Forestry,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",US,790,"$77,640 ",$37.33 
Support Activities for Agriculture and Forestry,"Sales Representatives, Wholesale and Manufacturing",US,"1,570","$81,540 ",$39.20 
Support Activities for Agriculture and Forestry,"Sales Representatives, Wholesale and Manufacturing",US,"1,570","$81,540 ",$39.20 
Support Activities for Agriculture and Forestry,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",US,180,"$86,150 ",$41.42 
Support Activities for Agriculture and Forestry,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",US,"1,390","$80,950 ",$38.92 
Support Activities for Agriculture and Forestry,Miscellaneous Sales and Related Workers,US,150,"$61,290 ",$29.47 
Support Activities for Agriculture and Forestry,"Sales and Related Workers, All Other",US,150,"$61,290 ",$29.47 
Support Activities for Agriculture and Forestry,Office and Administrative Support Occupations,US,"18,910","$47,620 ",$22.89 
Support Activities for Agriculture and Forestry,Supervisors of Office and Administrative Support Workers,US,"1,490","$71,550 ",$34.40 
Support Activities for Agriculture and Forestry,First-Line Supervisors of Office and Administrative Support Workers,US,"1,490","$71,550 ",$34.40 
Support Activities for Agriculture and Forestry,First-Line Supervisors of Office and Administrative Support Workers,US,"1,490","$71,550 ",$34.40 
Support Activities for Agriculture and Forestry,Financial Clerks,US,"4,770","$49,670 ",$23.88 
Support Activities for Agriculture and Forestry,Billing and Posting Clerks,US,80,"$46,970 ",$22.58 
Support Activities for Agriculture and Forestry,Billing and Posting Clerks,US,80,"$46,970 ",$22.58 
Support Activities for Agriculture and Forestry,"Bookkeeping, Accounting, and Auditing Clerks",US,"3,160","$49,370 ",$23.74 
Support Activities for Agriculture and Forestry,"Bookkeeping, Accounting, and Auditing Clerks",US,"3,160","$49,370 ",$23.74 
Support Activities for Agriculture and Forestry,Payroll and Timekeeping Clerks,US,"1,480","$50,610 ",$24.33 
Support Activities for Agriculture and Forestry,Payroll and Timekeeping Clerks,US,"1,480","$50,610 ",$24.33 
Support Activities for Agriculture and Forestry,Procurement Clerks,US,50,"$47,240 ",$22.71 
Support Activities for Agriculture and Forestry,Procurement Clerks,US,50,"$47,240 ",$22.71 
Support Activities for Agriculture and Forestry,Information and Record Clerks,US,"1,180","$41,950 ",$20.17 
Support Activities for Agriculture and Forestry,Customer Service Representatives,US,520,"$44,310 ",$21.30 
Support Activities for Agriculture and Forestry,Customer Service Representatives,US,520,"$44,310 ",$21.30 
Support Activities for Agriculture and Forestry,File Clerks,US,30,"$37,400 ",$17.98 
Support Activities for Agriculture and Forestry,File Clerks,US,30,"$37,400 ",$17.98 
Support Activities for Agriculture and Forestry,Order Clerks,US,50,"$46,600 ",$22.40 
Support Activities for Agriculture and Forestry,Order Clerks,US,50,"$46,600 ",$22.40 
Beverage and Tobacco Product Manufacturing,Computer Systems Analysts,US,120,"$94,530 ",$45.45 
Support Activities for Agriculture and Forestry,"Human Resources Assistants, Except Payroll and Timekeeping",US,280,"$40,790 ",$19.61 
Support Activities for Agriculture and Forestry,"Human Resources Assistants, Except Payroll and Timekeeping",US,280,"$40,790 ",$19.61 
Support Activities for Agriculture and Forestry,Receptionists and Information Clerks,US,290,"$38,500 ",$18.51 
Support Activities for Agriculture and Forestry,Receptionists and Information Clerks,US,290,"$38,500 ",$18.51 
Support Activities for Agriculture and Forestry,"Material Recording, Scheduling, Dispatching, and Distributing Workers",US,"3,470","$42,660 ",$20.51 
Support Activities for Agriculture and Forestry,Dispatchers,US,140,"$50,030 ",$24.05 
Support Activities for Agriculture and Forestry,"Dispatchers, Except Police, Fire, and Ambulance",US,140,"$50,030 ",$24.05 
Support Activities for Agriculture and Forestry,"Production, Planning, and Expediting Clerks",US,460,"$52,230 ",$25.11 
Support Activities for Agriculture and Forestry,"Production, Planning, and Expediting Clerks",US,460,"$52,230 ",$25.11 
Support Activities for Agriculture and Forestry,"Shipping, Receiving, and Inventory Clerks",US,"2,250","$42,540 ",$20.45 
Support Activities for Agriculture and Forestry,"Shipping, Receiving, and Inventory Clerks",US,"2,250","$42,540 ",$20.45 
Support Activities for Agriculture and Forestry,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",US,550,"$34,080 ",$16.39 
Support Activities for Agriculture and Forestry,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",US,550,"$34,080 ",$16.39 
Support Activities for Agriculture and Forestry,Secretaries and Administrative Assistants,US,"2,320","$47,660 ",$22.91 
Support Activities for Agriculture and Forestry,Secretaries and Administrative Assistants,US,"2,320","$47,660 ",$22.91 
Support Activities for Agriculture and Forestry,Executive Secretaries and Executive Administrative Assistants,US,360,"$63,420 ",$30.49 
Support Activities for Agriculture and Forestry,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",US,"1,950","$44,730 ",$21.50 
Support Activities for Agriculture and Forestry,Other Office and Administrative Support Workers,US,"5,670","$43,770 ",$21.05 
Support Activities for Agriculture and Forestry,Data Entry and Information Processing Workers,US,200,"$36,390 ",$17.50 
Support Activities for Agriculture and Forestry,Data Entry Keyers,US,200,"$36,390 ",$17.50 
Support Activities for Agriculture and Forestry,"Office Clerks, General",US,"5,430","$44,020 ",$21.17 
Support Activities for Agriculture and Forestry,"Office Clerks, General",US,"5,430","$44,020 ",$21.17 
Support Activities for Agriculture and Forestry,Miscellaneous Office and Administrative Support Workers,US,40,"$47,770 ",$22.97 
Support Activities for Agriculture and Forestry,"Office and Administrative Support Workers, All Other",US,40,"$47,770 ",$22.97 
Support Activities for Agriculture and Forestry,"Farming, Fishing, and Forestry Occupations",US,"249,430","$38,990 ",$18.75 
Support Activities for Agriculture and Forestry,"Supervisors of Farming, Fishing, and Forestry Workers",US,"12,520","$59,330 ",$28.52 
Support Activities for Agriculture and Forestry,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",US,"12,520","$59,330 ",$28.52 
Support Activities for Agriculture and Forestry,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",US,"12,520","$59,330 ",$28.52 
Support Activities for Agriculture and Forestry,Agricultural Workers,US,"236,920","$37,920 ",$18.23 
Support Activities for Agriculture and Forestry,Agricultural Inspectors,US,500,"$46,430 ",$22.32 
Support Activities for Agriculture and Forestry,Agricultural Inspectors,US,500,"$46,430 ",$22.32 
